2/12/2016
2:29 PM
Sampling Frequency:,10Hz 
0.32167, 863.2
0.32199, 863.8
0.32233, 862.8
0.32265, 863.6
0.32297, 862.5
0.32330, 863.0
0.32362, 863.4
0.32394, 863.2
0.32426, 863.2
0.32458, 863.0
0.32488, 862.6
0.32520, 862.3
0.32553, 863.4
0.32582, 862.8
0.32615, 862.7
0.32650, 863.6
0.32680, 863.7
0.32714, 862.6
0.32746, 862.5
0.32780, 862.2
0.32814, 863.2
0.32846, 861.8
0.32878, 862.8
0.32910, 863.3
0.32942, 862.9
0.32974, 862.1
0.33006, 862.9
0.33036, 862.0
0.33069, 862.1
0.33097, 862.8
0.33125, 862.9
0.33152, 863.4
0.33178, 862.3
0.33204, 864.1
0.33226, 864.7
0.33247, 865.6
0.33265, 864.0
0.33283, 865.7
0.33300, 865.3
0.33314, 866.3
0.33329, 866.5
0.33340, 866.2
0.33351, 866.3
0.33364, 867.1
0.33374, 866.1
0.33386, 868.4
0.33401, 868.1
0.33424, 866.9
0.33453, 866.4
0.33484, 866.3
0.33512, 865.2
0.33545, 865.7
0.33578, 865.9
0.33609, 865.8
0.33642, 866.5
0.33674, 865.1
0.33706, 865.3
0.33737, 866.3
0.33769, 866.0
0.33800, 865.9
0.33831, 866.0
0.33866, 866.1
0.33899, 865.4
0.33929, 865.1
0.33963, 865.8
0.33995, 864.5
0.34027, 866.3
0.34060, 865.6
0.34093, 865.3
0.34125, 865.4
0.34158, 865.8
0.34190, 866.1
0.34222, 866.2
0.34255, 865.9
0.34286, 865.3
0.34319, 864.5
0.34349, 866.0
0.34381, 866.1
0.34413, 865.1
0.34446, 864.5
0.34478, 865.7
0.34510, 864.4
0.34542, 865.6
0.34573, 866.1
0.34606, 865.5
0.34638, 865.2
0.34670, 865.6
0.34702, 865.0
0.34733, 865.4
0.34766, 865.3
0.34800, 864.6
0.34830, 865.4
0.34863, 865.5
0.34896, 865.3
0.34929, 864.8
0.34960, 864.3
0.34991, 865.4
0.35023, 865.1
0.35054, 865.1
0.35085, 865.3
0.35117, 864.4
0.35151, 864.7
0.35180, 865.7
0.35213, 865.6
0.35247, 864.8
0.35279, 865.1
0.35310, 864.6
0.35343, 864.1
0.35377, 865.6
0.35407, 865.7
0.35440, 865.2
0.35471, 864.7
0.35503, 864.9
0.35536, 865.7
0.35569, 865.7
0.35602, 865.3
0.35633, 865.5
0.35666, 865.1
0.35697, 864.1
0.35730, 864.4
0.35763, 865.7
0.35793, 865.0
0.35826, 864.6
0.35860, 864.9
0.35891, 865.5
0.35923, 865.4
0.35955, 864.9
0.35988, 865.9
0.36020, 865.2
0.36051, 864.5
0.36082, 864.6
0.36117, 865.4
0.36148, 865.0
0.36182, 864.6
0.36213, 865.4
0.36243, 865.5
0.36277, 864.8
0.36308, 865.1
0.36340, 864.8
0.36373, 865.4
0.36404, 864.4
0.36437, 865.6
0.36467, 865.2
0.36500, 865.5
0.36533, 866.4
0.36567, 865.2
0.36599, 865.3
0.36632, 864.6
0.36663, 865.5
0.36695, 865.5
0.36726, 864.8
0.36759, 865.0
0.36791, 864.8
0.36823, 864.2
0.36857, 864.1
0.36889, 864.4
0.36921, 865.5
0.36953, 865.7
0.36986, 864.4
0.37019, 865.2
0.37050, 865.7
0.37082, 864.5
0.37117, 865.4
0.37149, 864.8
0.37182, 865.3
0.37214, 864.6
0.37247, 865.4
0.37281, 865.4
0.37311, 864.3
0.37344, 865.1
0.37377, 864.5
0.37409, 864.8
0.37440, 865.3
0.37475, 865.5
0.37507, 865.1
0.37540, 865.5
0.37570, 864.7
0.37601, 866.4
0.37629, 866.3
0.37643, 865.0
0.37662, 865.0
0.37677, 865.6
0.37692, 866.0
0.37705, 865.3
0.37718, 865.5
0.37729, 865.7
0.37739, 866.1
0.37751, 865.5
0.37760, 865.5
0.37769, 865.9
0.37777, 865.9
0.37784, 867.0
0.37792, 867.4
0.37801, 867.0
0.37806, 867.0
0.37815, 867.1
0.37820, 866.7
0.37825, 867.4
0.37830, 866.5
0.37833, 867.3
0.37837, 867.4
0.37839, 867.2
0.37842, 867.8
0.37845, 867.2
0.37850, 868.3
0.37851, 868.2
0.37854, 869.7
0.37856, 868.3
0.37860, 869.0
0.37861, 869.7
0.37866, 869.9
0.37866, 869.9
0.37871, 871.1
0.37873, 870.4
0.37879, 871.1
0.37886, 869.9
0.37892, 869.0
0.37907, 868.2
0.37924, 868.4
0.37943, 868.0
0.37966, 867.6
0.37993, 867.1
0.38018, 866.9
0.38048, 867.2
0.38079, 866.5
0.38108, 866.6
0.38141, 866.4
0.38171, 867.6
0.38203, 867.1
0.38233, 866.3
0.38267, 865.7
0.38296, 866.9
0.38329, 866.3
0.38361, 867.6
0.38394, 866.4
0.38427, 865.9
0.38457, 865.7
0.38490, 866.2
0.38523, 865.6
0.38557, 865.2
0.38589, 865.5
0.38621, 865.6
0.38655, 866.2
0.38688, 865.8
0.38720, 865.5
0.38753, 865.0
0.38786, 866.7
0.38817, 866.3
0.38850, 865.7
0.38884, 865.9
0.38917, 865.2
0.38948, 865.1
0.38979, 865.9
0.39013, 865.1
0.39046, 864.0
0.39075, 865.8
0.39108, 865.6
0.39140, 865.6
0.39175, 865.1
0.39206, 865.0
0.39239, 866.3
0.39270, 865.0
0.39303, 865.9
0.39335, 865.3
0.39368, 864.8
0.39402, 865.2
0.39434, 865.0
0.39465, 865.8
0.39499, 865.4
0.39531, 865.2
0.39564, 865.0
0.39597, 864.8
0.39630, 864.6
0.39662, 863.6
0.39693, 865.3
0.39726, 864.3
0.39759, 864.9
0.39790, 865.3
0.39822, 865.3
0.39855, 864.1
0.39886, 864.3
0.39919, 863.7
0.39952, 864.9
0.39984, 865.0
0.40016, 864.7
0.40046, 865.3
0.40082, 864.3
0.40114, 864.5
0.40148, 864.1
0.40179, 864.3
0.40211, 865.8
0.40244, 864.3
0.40276, 864.4
0.40310, 864.6
0.40341, 865.1
0.40372, 865.4
0.40404, 865.5
0.40436, 865.5
0.40468, 864.5
0.40499, 864.4
0.40531, 864.4
0.40564, 865.0
0.40598, 865.1
0.40630, 864.7
0.40664, 864.5
0.40695, 865.3
0.40729, 864.6
0.40760, 864.1
0.40791, 864.9
0.40825, 865.1
0.40855, 864.9
0.40887, 864.7
0.40920, 865.4
0.40953, 864.1
0.40988, 864.4
0.41019, 864.1
0.41052, 863.9
0.41084, 865.0
0.41116, 864.0
0.41149, 865.1
0.41181, 864.7
0.41214, 865.1
0.41245, 865.2
0.41278, 865.9
0.41309, 864.9
0.41342, 864.0
0.41375, 863.1
0.41408, 864.3
0.41442, 864.2
0.41475, 864.5
0.41506, 865.5
0.41539, 864.9
0.41572, 864.4
0.41605, 865.1
0.41638, 865.1
0.41671, 865.0
0.41704, 864.6
0.41736, 864.5
0.41767, 864.9
0.41802, 865.7
0.41833, 865.6
0.41865, 864.7
0.41899, 864.9
0.41931, 864.8
0.41961, 865.1
0.41996, 865.2
0.42026, 866.5
0.42058, 864.7
0.42091, 864.8
0.42124, 866.3
0.42156, 864.7
0.42190, 864.8
0.42222, 864.8
0.42255, 864.7
0.42287, 864.4
0.42319, 865.6
0.42351, 864.3
0.42385, 864.4
0.42416, 864.9
0.42450, 864.8
0.42482, 864.7
0.42513, 864.7
0.42545, 864.9
0.42580, 865.2
0.42611, 864.1
0.42643, 864.8
0.42676, 864.6
0.42709, 865.2
0.42741, 864.8
0.42774, 866.4
0.42807, 864.9
0.42842, 865.8
0.42874, 865.7
0.42907, 865.2
0.42941, 865.4
0.42971, 865.3
0.43004, 865.1
0.43036, 865.6
0.43070, 864.6
0.43103, 865.7
0.43135, 865.2
0.43167, 866.3
0.43200, 865.3
0.43233, 865.4
0.43264, 866.3
0.43295, 865.5
0.43331, 864.9
0.43361, 867.1
0.43393, 866.4
0.43424, 866.3
0.43459, 865.8
0.43490, 865.9
0.43524, 866.3
0.43556, 866.1
0.43588, 865.7
0.43620, 866.5
0.43651, 866.8
0.43686, 865.8
0.43718, 865.6
0.43750, 866.2
0.43781, 865.5
0.43815, 865.7
0.43846, 865.7
0.43879, 867.1
0.43913, 866.4
0.43945, 866.4
0.43977, 866.4
0.44009, 866.7
0.44042, 867.6
0.44075, 867.5
0.44106, 866.5
0.44139, 867.3
0.44172, 867.8
0.44203, 867.3
0.44234, 866.8
0.44266, 867.3
0.44299, 866.7
0.44331, 866.2
0.44364, 867.0
0.44396, 867.1
0.44431, 866.9
0.44464, 866.9
0.44497, 865.3
0.44530, 866.7
0.44563, 865.1
0.44596, 864.7
0.44628, 864.7
0.44662, 865.2
0.44693, 864.7
0.44727, 863.6
0.44758, 864.5
0.44790, 863.6
0.44822, 864.6
0.44853, 863.9
0.44886, 863.6
0.44920, 863.4
0.44953, 863.5
0.44987, 863.6
0.45019, 863.4
0.45053, 862.0
0.45086, 863.0
0.45118, 863.1
0.45152, 863.2
0.45183, 863.2
0.45218, 862.9
0.45251, 862.8
0.45282, 863.0
0.45317, 861.6
0.45350, 862.3
0.45381, 862.7
0.45413, 863.0
0.45444, 863.3
0.45476, 862.2
0.45508, 862.5
0.45542, 862.7
0.45573, 862.2
0.45606, 862.3
0.45640, 861.0
0.45674, 862.3
0.45707, 862.1
0.45739, 861.6
0.45773, 862.1
0.45804, 861.9
0.45838, 862.2
0.45870, 862.4
0.45904, 862.2
0.45936, 862.1
0.45967, 862.0
0.46001, 862.4
0.46033, 862.9
0.46067, 861.0
0.46099, 861.5
0.46131, 860.9
0.46165, 862.1
0.46196, 861.2
0.46229, 860.8
0.46259, 861.5
0.46293, 862.3
0.46327, 861.6
0.46358, 860.8
0.46391, 861.2
0.46423, 861.5
0.46456, 861.2
0.46486, 861.7
0.46519, 861.2
0.46554, 860.4
0.46585, 860.5
0.46619, 861.0
0.46652, 861.5
0.46683, 861.5
0.46717, 861.1
0.46750, 861.7
0.46782, 861.1
0.46814, 860.8
0.46846, 860.9
0.46878, 861.3
0.46909, 860.7
0.46944, 860.9
0.46975, 860.3
0.47008, 860.8
0.47043, 860.4
0.47075, 860.0
0.47107, 860.5
0.47139, 858.7
0.47171, 859.9
0.47205, 859.7
0.47237, 859.5
0.47269, 858.8
0.47301, 858.0
0.47334, 859.2
0.47368, 858.3
0.47402, 857.5
0.47435, 858.9
0.47466, 858.4
0.47500, 856.6
0.47533, 858.2
0.47566, 858.3
0.47596, 858.6
0.47628, 857.7
0.47661, 859.0
0.47693, 857.9
0.47725, 858.0
0.47757, 857.1
0.47792, 857.9
0.47827, 857.7
0.47858, 856.8
0.47891, 857.2
0.47922, 857.2
0.47957, 855.5
0.47990, 857.3
0.48022, 856.0
0.48054, 856.1
0.48086, 856.7
0.48120, 855.4
0.48153, 855.4
0.48186, 856.2
0.48217, 855.1
0.48249, 854.3
0.48282, 856.5
0.48312, 854.4
0.48346, 855.4
0.48379, 855.2
0.48411, 854.5
0.48446, 854.5
0.48478, 854.1
0.48511, 854.5
0.48545, 854.2
0.48577, 854.1
0.48607, 854.5
0.48641, 854.4
0.48673, 853.3
0.48707, 853.7
0.48740, 853.7
0.48771, 854.1
0.48803, 853.4
0.48838, 853.0
0.48870, 852.2
0.48901, 853.1
0.48935, 852.7
0.48965, 851.4
0.48998, 852.0
0.49030, 850.8
0.49062, 852.0
0.49096, 851.4
0.49129, 850.6
0.49161, 850.1
0.49195, 851.4
0.49229, 850.6
0.49262, 850.1
0.49293, 851.2
0.49327, 851.1
0.49360, 850.2
0.49392, 849.2
0.49424, 850.4
0.49458, 849.3
0.49492, 848.6
0.49523, 849.4
0.49557, 849.6
0.49589, 849.1
0.49623, 847.7
0.49655, 848.0
0.49687, 847.0
0.49719, 847.0
0.49751, 846.1
0.49784, 847.0
0.49817, 846.7
0.49848, 846.7
0.49880, 845.5
0.49914, 845.2
0.49946, 846.0
0.49979, 844.8
0.50011, 845.2
0.50043, 845.7
0.50076, 844.5
0.50108, 844.4
0.50140, 843.4
0.50172, 843.3
0.50202, 843.8
0.50234, 843.2
0.50264, 842.8
0.50294, 842.4
0.50324, 842.3
0.50354, 842.4
0.50384, 842.4
0.50417, 841.3
0.50447, 841.6
0.50480, 841.2
0.50508, 839.8
0.50539, 840.3
0.50566, 840.3
0.50598, 839.8
0.50628, 840.2
0.50657, 838.4
0.50688, 838.8
0.50718, 839.0
0.50749, 838.0
0.50777, 837.7
0.50807, 838.4
0.50838, 837.7
0.50866, 837.7
0.50897, 836.6
0.50926, 837.3
0.50955, 836.2
0.50984, 836.4
0.51014, 835.8
0.51045, 835.1
0.51073, 834.9
0.51103, 835.5
0.51132, 835.0
0.51161, 833.3
0.51192, 833.7
0.51222, 833.8
0.51251, 833.5
0.51279, 833.3
0.51310, 833.0
0.51337, 832.5
0.51367, 831.4
0.51395, 832.0
0.51424, 831.5
0.51455, 830.9
0.51481, 831.0
0.51509, 829.5
0.51536, 829.7
0.51565, 830.0
0.51591, 829.8
0.51618, 828.8
0.51645, 829.5
0.51672, 828.6
0.51698, 827.7
0.51725, 827.3
0.51752, 827.3
0.51780, 826.5
0.51805, 827.0
0.51833, 825.6
0.51860, 825.6
0.51888, 826.2
0.51912, 825.4
0.51940, 824.6
0.51965, 825.0
0.51990, 824.2
0.52015, 824.3
0.52045, 822.6
0.52072, 823.6
0.52099, 823.9
0.52127, 822.8
0.52155, 822.6
0.52181, 821.8
0.52207, 820.4
0.52234, 821.3
0.52262, 820.5
0.52290, 819.9
0.52316, 820.5
0.52341, 819.6
0.52369, 818.7
0.52397, 818.6
0.52422, 818.2
0.52452, 817.8
0.52477, 817.9
0.52502, 816.9
0.52531, 816.9
0.52557, 816.4
0.52585, 815.5
0.52610, 814.9
0.52635, 814.6
0.52662, 815.6
0.52690, 814.3
0.52717, 813.6
0.52743, 813.2
0.52771, 813.2
0.52797, 812.4
0.52824, 812.0
0.52852, 810.8
0.52879, 811.2
0.52907, 810.8
0.52934, 809.3
0.52960, 808.8
0.52988, 809.0
0.53017, 808.2
0.53042, 808.0
0.53070, 807.9
0.53097, 807.4
0.53125, 807.3
0.53154, 806.6
0.53180, 806.0
0.53206, 805.1
0.53233, 804.9
0.53260, 804.8
0.53284, 803.7
0.53314, 803.7
0.53340, 803.7
0.53366, 802.5
0.53394, 801.8
0.53420, 802.3
0.53447, 800.4
0.53472, 800.7
0.53499, 800.2
0.53527, 800.1
0.53553, 798.5
0.53581, 798.0
0.53608, 798.3
0.53635, 798.2
0.53662, 795.9
0.53688, 795.6
0.53716, 796.7
0.53742, 794.7
0.53769, 794.4
0.53797, 794.7
0.53824, 793.7
0.53851, 793.6
0.53878, 791.7
0.53905, 792.8
0.53932, 791.7
0.53958, 791.5
0.53986, 790.5
0.54012, 790.1
0.54036, 789.0
0.54062, 788.2
0.54087, 787.7
0.54113, 787.3
0.54139, 786.5
0.54164, 786.1
0.54189, 786.0
0.54215, 784.9
0.54240, 784.5
0.54265, 783.2
0.54290, 783.2
0.54316, 782.9
0.54339, 781.4
0.54364, 781.1
0.54388, 780.9
0.54412, 780.4
0.54438, 779.1
0.54464, 779.0
0.54487, 778.3
0.54513, 778.8
0.54535, 778.0
0.54561, 776.6
0.54586, 775.6
0.54611, 776.5
0.54636, 775.2
0.54660, 774.9
0.54685, 774.6
0.54711, 774.6
0.54733, 773.0
0.54760, 772.6
0.54781, 771.4
0.54809, 771.1
0.54831, 770.0
0.54860, 769.9
0.54882, 769.1
0.54906, 768.0
0.54930, 767.2
0.54954, 767.1
0.54978, 765.9
0.55001, 765.9
0.55025, 764.0
0.55049, 764.8
0.55073, 763.1
0.55098, 762.4
0.55122, 761.3
0.55146, 762.0
0.55171, 760.8
0.55195, 760.7
0.55218, 759.2
0.55240, 758.8
0.55267, 757.8
0.55291, 758.0
0.55313, 757.7
0.55337, 755.9
0.55361, 755.6
0.55384, 754.6
0.55407, 753.0
0.55431, 753.6
0.55456, 752.9
0.55479, 752.5
0.55501, 752.2
0.55527, 750.8
0.55549, 749.4
0.55571, 750.0
0.55597, 748.3
0.55620, 747.2
0.55646, 747.5
0.55668, 745.5
0.55691, 745.4
0.55714, 744.4
0.55738, 743.5
0.55761, 744.2
0.55785, 743.1
0.55808, 741.3
0.55830, 741.7
0.55855, 739.8
0.55879, 740.2
0.55901, 739.9
0.55925, 737.3
0.55950, 736.7
0.55971, 736.5
0.55996, 736.5
0.56019, 735.2
0.56043, 733.8
0.56066, 732.5
0.56090, 733.0
0.56116, 731.1
0.56140, 730.5
0.56163, 729.8
0.56186, 728.0
0.56211, 727.0
0.56234, 726.9
0.56259, 725.9
0.56282, 726.0
0.56305, 723.8
0.56329, 723.0
0.56351, 722.1
0.56378, 720.8
0.56400, 720.3
0.56425, 720.3
0.56452, 719.0
0.56474, 718.4
0.56498, 717.2
0.56522, 714.9
0.56547, 715.1
0.56572, 713.6
0.56596, 713.7
0.56619, 712.2
0.56643, 711.1
0.56670, 710.0
0.56693, 708.9
0.56715, 707.8
0.56738, 707.2
0.56762, 706.7
0.56783, 705.4
0.56808, 703.9
0.56832, 701.7
0.56855, 701.4
0.56878, 700.2
0.56901, 700.1
0.56923, 699.1
0.56948, 697.4
0.56968, 696.4
0.56992, 696.0
0.57016, 695.2
0.57040, 692.7
0.57062, 692.6
0.57085, 691.9
0.57110, 690.8
0.57134, 688.9
0.57157, 687.6
0.57178, 686.8
0.57205, 685.8
0.57228, 683.4
0.57251, 683.4
0.57275, 682.8
0.57300, 680.4
0.57322, 680.3
0.57346, 678.1
0.57368, 676.7
0.57393, 676.1
0.57418, 675.2
0.57441, 673.6
0.57466, 671.8
0.57487, 670.8
0.57511, 669.5
0.57533, 668.3
0.57557, 667.4
0.57578, 666.0
0.57602, 664.6
0.57626, 663.6
0.57649, 662.6
0.57673, 659.7
0.57695, 659.1
0.57720, 657.4
0.57745, 657.3
0.57768, 654.8
0.57790, 652.9
0.57814, 652.1
0.57838, 650.3
0.57863, 649.1
0.57887, 646.8
0.57913, 645.5
0.57936, 644.5
0.57962, 642.6
0.57986, 640.8
0.58011, 639.6
0.58035, 637.1
0.58061, 635.0
0.58085, 633.4
0.58109, 631.9
0.58134, 629.7
0.58158, 627.3
0.58183, 626.3
0.58210, 622.8
0.58237, 620.5
0.58265, 615.6
0.58296, 609.2
0.58332, 599.0
0.58380, 584.8
0.58433, 568.0
0.58477, 557.2
0.58524, 543.5
0.58570, 530.9
0.58627, 514.5
0.58745, 472.6
0.58942, 409.0
0.58991, 397.0
0.59042, 386.2
0.59116, 367.4
0.59215, 344.0
0.59290, 328.6
0.59364, 315.0
0.59428, 302.8
0.59487, 292.4
0.59535, 285.1
0.59580, 278.3
0.59629, 271.0
0.59673, 264.2
0.59714, 259.1
0.59759, 251.8
0.59804, 245.5
0.59850, 237.0
0.59896, 230.9
0.59939, 223.3
0.59984, 217.0
0.60028, 211.8
0.60069, 204.8
0.60112, 198.4
0.60156, 193.4
0.60202, 184.8
0.60249, 178.4
0.60298, 172.1
0.60350, 164.9
0.60399, 156.7
0.60446, 151.3
0.60490, 146.0
0.60537, 140.9
0.60581, 136.5
0.60624, 131.7
0.60670, 126.5
0.60712, 121.3
0.60757, 116.3
0.60801, 112.1
0.60846, 106.8
0.60889, 101.8
0.60933,  96.9
0.60978,  93.0
0.61021,  88.7
0.61065,  83.2
0.61106,  80.0
0.61147,  76.3
0.61188,  72.3
0.61227,  69.3
0.61273,  64.5
0.61317,  59.4
0.61353,  56.6
0.61389,  55.5
0.61422,  53.2
0.61457,  49.8
0.61490,  49.8
0.61519,  46.6
0.61550,  46.1
0.61582,  44.1
0.61614,  41.5
0.61645,  40.0
0.61678,  38.2
0.61729,  35.2
0.61847,  29.2
0.61905,  27.0
0.61954,  22.4
0.62000,  19.8
0.62060,  16.1
0.62415,   6.1
0.62713,   1.3
0.62879,   1.2
0.63183,   0.8
0.63401,   2.3
0.63470,   1.8
0.63479,   1.3
0.63457,   0.6
0.63449,   2.2
0.63458,   2.6
0.63474,   1.2
0.63465,   1.5
0.63453,   1.7
0.63464,   2.1
0.63467,   2.0
0.63456,   1.9
0.63457,   1.5
0.63461,   2.4
0.63454,   1.6
0.63457,   2.9
0.63458,   2.3
0.63460,   1.9
0.63462,   1.9
0.63462,   2.0
0.63464,   1.8
0.63465,   2.5
0.63466,   2.1
0.63468,   2.4
0.63470,   1.9
0.63468,   2.4
0.63471,   2.5
0.63472,   2.3
0.63475,   2.4
0.63477,   1.1
0.63477,   1.6
0.63477,   1.9
0.63481,   2.4
0.63479,   2.3
0.63479,   1.5
0.63480,   2.3
0.63480,   1.1
0.63481,   1.3
0.63480,   2.0
0.63481,   1.3
0.63482,   1.4
0.63482,   1.9
0.63484,   2.1
0.63484,   2.2
0.63486,   7.4
0.63486,   2.4
0.63488,   2.5
0.63489,   2.1
0.63491,   2.5
0.63493,   2.8
0.63491,   3.2
0.63493,   2.5
0.63493,   2.0
0.63495,   2.3
0.63495,   1.7
0.63495,   2.2
0.63495,   2.2
0.63494,   2.3
0.63494,   1.8
0.63494,   1.6
0.63495,   2.0
0.63494,   2.5
0.63495,   2.3
0.63496,   1.5
0.63495,   2.2
0.63496,   2.7
0.63496,   3.0
0.63497,   1.8
0.63497,   2.6
0.63497,   2.7
0.63497,   2.6
0.63497,   2.9
0.63497,   2.8
0.63495,   2.7
0.63497,   3.2
0.63496,   2.8
0.63495,   2.5
0.63497,   2.2
0.63497,   2.8
0.63497,   2.0
0.63495,   2.0
0.63498,   2.6
0.63497,   2.8
0.63499,   2.3
0.63498,   2.9
0.63495,   2.5
0.63496,   2.4
0.63496,   2.5
0.63496,   2.0
0.63497,   1.9
0.63496,   2.7
0.63498,   2.7
0.63498,   1.8
0.63499,   1.6
0.63496,   2.7
0.63497,   2.1
0.63497,   2.3
0.63499,   2.6
0.63496,   2.0
0.63497,   3.0
0.63497,   2.0
0.63497,   3.0
0.63497,   3.3
0.63498,   2.9
0.63497,   2.0
0.63497,   2.9
0.63499,   2.9
0.63499,   2.9
0.63497,   2.8
0.63498,   3.5
0.63497,   1.8
0.63497,   2.4
0.63497,   2.2
0.63498,   2.1
0.63497,   1.9
0.63499,   1.8
0.63498,   2.3
0.63498,   2.3
0.63499,   2.7
0.63498,   2.6
0.63499,   1.9
0.63498,   2.7
0.63498,   1.6
0.63498,   1.8
0.63498,   3.5
0.63498,   3.1
0.63499,   2.3
0.63498,   3.1
0.63499,   3.5
0.63498,   2.5
0.63497,   3.1
0.63498,   2.3
0.63498,   2.0
0.63498,   1.1
0.63498,   3.0
0.63499,   3.3
0.63498,   2.4
0.63498,   3.3
0.63501,   2.2
0.63499,   2.8
0.63498,   1.5
0.63498,   2.4
0.63497,   3.2
0.63498,   1.6
0.63497,   2.1
0.63498,   2.6
0.63497,   2.6
0.63497,   2.3
0.63498,   2.7
0.63498,   2.8
0.63499,   2.2
0.63498,   2.0
0.63498,   2.4
0.63498,   2.8
0.63498,   2.2
0.63498,   2.6
0.63498,   1.7
0.63498,   2.1
0.63498,   2.1
0.63497,   2.3
0.63499,   2.0
0.63499,   1.4
0.63499,   2.3
0.63498,   3.2
0.63499,   2.4
0.63501,   2.3
